category,company,date,end_location,end_time,id,kilometres,notes,start_location,start_time
business,skip,2026-01-22,"732, Cormorant Street, Victoria, British Columbia",18:50,b286ca03-c122-45f5-812c-2c7b4c41c040,6.4,Dropping off delivery,"The Chopped Leaf, Uptown Boulevard, Saanich",18:39
business,skip,2026-01-22,"The Chopped Leaf, Uptown Boulevard, Saanich",18:34,43629d46-dddb-49c5-94a8-7e5f214f2e22,0.5,Picking up food,"Saanich Road, Saanich, British Columbia",18:31
business,,2026-01-22,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",18:17,9ebb9a1a-be42-4c6f-aae6-c8a913856148,10.1,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",18:04
personal,,2026-02-04,"3420, Quadra Street, Saanich, British Columbia",21:19,ef6b6c18-6498-44ae-adef-b728e7feae9b,2.9,Home,"1588, North Dairy Road, Saanich, British Columbia",21:12
business,uber,2026-02-04,"Wordsworth Street, Saanich, British Columbia",21:11,5fecbdaa-15e9-4e92-978f-79d0d5dcc08a,0.7,Dropping off delivery,"1450, Edgeware Road, Victoria, British Columbia",21:05
business,uber,2026-02-04,"1450, Edgeware Road, Victoria, British Columbia",21:05,6ac63f50-a4c9-4ca2-89ce-0205182a773e,1.9,Dropping off delivery,"Wharf Street, Victoria, British Columbia",20:49
business,uber,2026-02-04,"Wharf Street, Victoria, British Columbia",20:49,784b1e37-c6e3-4af9-893d-ba0f1fe6825e,1.4,Picking up food,"Murder Burger, 332 Menzies Street, Victoria",20:41
business,uber,2026-02-04,"Murder Burger, 332 Menzies Street, Victoria",20:41,c9f901a7-80a2-474b-a4b3-327e0273a95e,1.3,Picking up food,"913, Douglas Street, Victoria, British Columbia",20:31
business,uber,2026-02-04,"690, Courtney Street, Victoria, British Columbia",20:31,69c54c0a-15b1-47c9-b0fd-1b1fe2a87ae4,0.7,Dropping off delivery,"1839, Cook Street, Victoria, British Columbia",20:23
business,uber,2026-02-04,"1839, Cook Street, Victoria, British Columbia",20:23,afbe5913-9d9e-4c52-8a52-b49b6f7663f5,0.3,Picking up food,"1038, Mason Street, Victoria, British Columbia",20:15
business,uber,2026-02-04,"1038, Mason Street, Victoria, British Columbia",20:15,f63a3a9a-7a7f-4365-980a-b94dda74c042,2.4,Dropping off delivery,"2670, Fifth Street, Victoria, British Columbia",20:10
business,uber,2026-02-04,"2670, Fifth Street, Victoria, British Columbia",20:09,0c7facde-4859-4087-b5c2-07136bf9d3d0,0.4,Picking up food,"2540, Quadra Street, Victoria, British Columbia",20:05
business,uber,2026-02-04,"2540, Quadra Street, Victoria, British Columbia",20:05,dde77ee6-7cba-4526-a330-83ea6bbfb7d5,2.2,Dropping off delivery,"631, Dunedin Street, Victoria, British Columbia",19:53
business,uber,2026-02-04,"631, Dunedin Street, Victoria, British Columbia",19:52,d363aca0-7495-44fe-950c-6c204539dc86,2.7,Dropping off delivery,"3541, Blanshard Street, Saanich, British Columbia",19:42
business,uber,2026-02-04,"Blanshard Street, Saanich, British Columbia",19:41,3dd27570-2764-462b-8162-3aca7a5a691c,1.4,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:36
business,,2026-02-04,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:36,685a402d-aab2-454d-8bc0-dc22e38b351a,4,Going to hot zone,"971, 971, Dingley Dell, Esquimalt, British Columbia",19:24
business,uber,2026-02-04,"971, Dingley Dell, Esquimalt, British Columbia",19:23,834a27e0-f83e-4ba5-bb0b-79933c3f2df9,5.1,Dropping off delivery,"Noodle Box, Noodle Box, Uptown Boulevard, Saanich",19:13
business,uber,2026-02-04,"Noodle Box, Noodle Box, Uptown Boulevard, Saanich",19:13,45ebd838-308d-4633-bcb0-2e1b5ce71558,8.3,Picking up food,"Royal Oak Drive, Saanich, British Columbia",18:55
personal,,2026-02-03,"3420, 3420, 3420, Quadra Street, Saanich, British Columbia",21:06,4ba445f4-34ef-424a-a84c-3138edb486d6,3.5,Home,"480, Pandora Avenue, Victoria, British Columbia",20:52
business,uber,2026-02-03,"480, Pandora Avenue, Victoria, British Columbia",20:52,ef244885-fc50-4d88-b34f-3664c311535d,0.1,Dropping off delivery,"1437, Store Street, Victoria, British Columbia",20:48
business,,2026-02-03,"1437, Store Street, Victoria, British Columbia",20:48,fef8d4ad-7027-4584-9074-3684bd9cc8db,2.2,,"522, Fisgard Street, Victoria, British Columbia",20:39
business,uber,2026-02-03,"522, Fisgard Street, Victoria, British Columbia",20:39,f63ccc6d-f49e-4f71-9c4e-eb9719f412dc,0.9,Dropping off delivery,"Varsha Indian Kitchen, 1600 Government Street, Victoria",20:26
business,uber,2026-02-03,"Varsha Indian Kitchen, 1600 Government Street, Victoria",20:25,deb8379e-3dd6-4e34-a71f-13b769294f89,0.6,Picking up food,"1115, Blanshard Street, Victoria, British Columbia",20:19
business,uber,2026-02-03,"1113, Blanshard Street, Victoria, British Columbia",20:18,44cc875e-8554-4ade-a945-cd4997a9e958,0.3,Dropping off delivery,"856, Broughton Street, Victoria, British Columbia",20:16
business,,2026-02-03,"856, Broughton Street, Victoria, British Columbia",20:16,60a29921-2baf-4b7a-8f99-1f82f9c88a76,1.7,,"Quadra Street, Victoria, British Columbia",20:09
business,uber,2026-02-03,"Quadra Street, Victoria, British Columbia",20:09,39fa9040-bde4-41ff-b1b4-7be0867d9013,0.4,Dropping off delivery,"1517, Quadra Street, Victoria, British Columbia",20:06
business,uber,2026-02-03,"909, Mason Street, Victoria, British Columbia",20:06,66f8745b-ee9c-4062-9034-ee22405813bd,4.4,Dropping off delivery,"Dave's Hot Chicken, Dave's Hot Chicken, McKenzie Avenue, Saanich",19:47
business,uber,2026-02-03,"Dave's Hot Chicken, McKenzie Avenue, Saanich",19:46,3fc4264d-153b-405e-81ce-8e0a7eef143b,0.4,Picking up food,"3900, Shelbourne Street, Saanich, British Columbia",19:42
business,uber,2026-02-03,"3900, Shelbourne Street, Saanich, British Columbia",19:35,97650234-2d7c-4026-b174-46ba77ff14a8,2.6,Dropping off delivery,"McKenzie Avenue, Saanich, British Columbia",19:21
business,,2026-02-03,"Dairy Queen, Dairy Queen, 3993 Quadra Street, Saanich",19:20,563889b0-af62-43e9-a815-3bc29570086c,0.4,Going to hot zone,"1005, McKenzie Avenue, Saanich, British Columbia",19:11
business,uber,2026-02-03,"1005, McKenzie Avenue, Saanich, British Columbia",19:11,d5767aba-7127-4b50-96f1-523bc979f8a6,3.3,Dropping off delivery,"Q Pizza, 4517 West Saanich Road, Saanich",19:01
business,uber,2026-02-03,"Q Pizza, 4517 West Saanich Road, Saanich",19:01,ab3a6a39-afdc-433f-954a-3e96dbbd0805,0.9,Picking up food,"Royal Oak Drive, Saanich, British Columbia",18:57
business,,2026-02-02,"3420, 3420, Quadra Street, Saanich, British Columbia",20:07,9f8feed5-7b75-42da-9fb0-e9d924e8faf3,3.2,Home,"604, Ralph Street, Saanich, British Columbia",19:58
business,uber,2026-02-02,"604, Ralph Street, Saanich, British Columbia",19:58,4a1c45df-a326-4d5a-a335-0b1f7eeef2a7,0.4,Dropping off delivery,"661, Ralph Street, Saanich, British Columbia",19:54
business,uber,2026-02-02,"654, Ralph Street, Saanich, British Columbia",19:54,689fbdc9-94cd-4c8a-9cdd-1661c4070211,0.9,Dropping off delivery,"Walmart, 3460 Saanich Road, Saanich",19:45
business,uber,2026-02-02,"roast, Uptown Boulevard, Saanich",19:43,87d4b612-1354-491a-af7f-a725face555b,0.4,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:41
business,,2026-02-02,"Saanich Road, Saanich, British Columbia",19:41,b0daad2d-688e-4f14-b817-2cb645477601,1.5,Going to hot zone,"939, Scotia Street, Saanich, British Columbia",19:29
business,uber,2026-02-02,"939, Scotia Street, Saanich, British Columbia",19:28,392a7862-e37f-487b-9400-5555b32654f3,1.5,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:22
business,skip,2026-02-02,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:21,258bdd95-0b66-4b53-8c06-d66c63219275,0.4,Picking up food,"Noodle Box, Uptown Boulevard, Saanich",19:17
business,skip,2026-02-02,"Noodle Box, Uptown Boulevard, Saanich",19:17,793dcac5-064a-4cab-8658-5d45f3b34e17,0.3,Picking up food,"Saanich Road, Saanich, British Columbia",19:14
business,,2026-02-02,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",18:56,fef468ec-02c1-44ac-ae45-964d90345fa4,12.1,Going to hot zone,"465, Brookhaven Road, Saanich, British Columbia",18:40
business,skip,2026-02-02,"445, Brookhaven Road, Saanich, British Columbia",18:38,ed584349-1ca9-4855-b072-9c04e70d9ce3,4.1,Dropping off delivery,"Veyaness Road, Central Saanich, British Columbia",18:32
business,skip,2026-02-02,"Veyaness Road, Central Saanich, British Columbia",18:31,ee485a82-cc1c-4513-9d59-34972859d85c,5,Picking up food,"5549, Alderley Road, Saanich, British Columbia",18:25
business,doordash,2026-02-02,"5549, Alderley Road, Saanich, British Columbia",18:23,482d145a-0e77-4b6e-a6a1-20cb397efc9b,8.1,Dropping off delivery,"4247, Springridge Crescent, Saanich, British Columbia",18:12
business,skip,2026-02-02,"4247, Springridge Crescent, Saanich, British Columbia",18:12,bbc0d9a7-768e-43f8-9616-3ced01bec0f8,2.2,Dropping off delivery,"McDonald's, 4410 West Saanich Road, Saanich",18:03
business,skip,2026-02-02,"McDonald's, 4410 West Saanich Road, Saanich",17:56,4c6c3324-9326-48dc-ad52-615aee3bdaf4,2.1,Picking up food,"Patricia Bay Highway, Saanich, British Columbia",17:53
business,,2026-02-02,"Patricia Bay Highway, Saanich, British Columbia",17:53,96b850e9-5d7b-47ff-9c41-c7bf49afa287,1.7,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",17:48
personal,,2026-01-30,"3420, Quadra Street, Saanich, British Columbia",21:50,c68b68ac-be6e-4d4b-b641-7a4f0c944844,3.3,Home,"540, Rithet Street, Victoria, British Columbia",21:36
business,uber,2026-01-30,"545, Rithet Street, Victoria, British Columbia",21:35,67349fc2-59f8-4b0c-a67c-45cbb91bb98e,0.9,Dropping off delivery,"103, Menzies Street, Victoria, British Columbia",21:31
business,uber,2026-01-30,"105, Menzies Street, Victoria, British Columbia",21:30,16389777-eef9-4430-8d5e-328d1e88b131,2.8,Dropping off delivery,"1420, Quadra Street, Victoria, British Columbia",21:23
business,uber,2026-01-30,"1420, Quadra Street, Victoria, British Columbia",21:22,a2dffc00-511c-443c-a647-12af87bd92ca,2.3,Picking up food,"1640, Oak Bay Avenue, Victoria, British Columbia",21:13
business,uber,2026-01-30,"1640, Oak Bay Avenue, Victoria, British Columbia",21:12,a9ea4e98-852f-4122-abb8-1f1cae216d8f,2,Dropping off delivery,"Ophir Street, Saanich, British Columbia",20:46
business,,2026-01-30,"Ophir Street, Saanich, British Columbia",20:46,25e5d83f-67d0-41f3-ae0c-2b0556dfddbc,0.1,Going to hot zone,"Ophir Street, Saanich, British Columbia",20:33
business,,2026-01-30,"Ophir Street, Saanich, British Columbia",20:28,4bef198c-6831-4552-8d94-87af9a0e14b4,2,Going to hot zone,"1547, McRae Avenue, Saanich, British Columbia",20:23
business,skip,2026-01-30,"1547, McRae Avenue, Saanich, British Columbia",20:23,c3bb4dad-7da2-4cb2-a9b8-035b4a7cafc2,3.6,Dropping off delivery,"3981, Blenkinsop Road, Saanich, British Columbia",20:14
business,skip,2026-01-30,"3983, Blenkinsop Road, Saanich, British Columbia",20:09,a523ea8a-04ee-4191-becc-9069b3507d16,1.6,Dropping off delivery,"Dairy Queen, 3993 Quadra Street, Saanich",20:06
business,,2026-01-30,"Dairy Queen, 3993 Quadra Street, Saanich",20:06,d140e512-b2f4-4db1-b943-6f188ecc3c8f,0.1,,"3995, Quadra Street, Saanich, British Columbia",20:00
business,skip,2026-01-30,"3995, Quadra Street, Saanich, British Columbia",20:00,b480ab6b-823e-42fa-a149-937bf39853de,6.3,Picking up food,"Pandora Avenue, Victoria, British Columbia",19:48
business,skip,2026-01-30,"Pandora Avenue, Victoria, British Columbia",19:41,dc16bf7a-b02d-4e14-a801-5c742c14c79c,4.4,Dropping off delivery,"3945, Quadra Street, Saanich, British Columbia",19:32
business,skip,2026-01-30,"Quadra Street, Saanich, British Columbia",19:31,7aca011c-f18a-4ab9-b107-f084eaf7bece,2.7,Picking up food,"3830, Saul Street, Saanich, British Columbia",19:19
business,skip,2026-01-30,"3835, Saul Street, Saanich, British Columbia",19:18,681cf94d-71cb-4724-bf9f-e498a95fa0c2,2.5,Dropping off delivery,"Teakwood Road, Saanich, British Columbia",19:09
business,skip,2026-01-30,"Teakwood Road, Saanich, British Columbia",19:08,3c073cea-d3f0-4c75-b354-67daadb7c509,1,Picking up food,"1597, Midgard Avenue, Saanich, British Columbia",18:58
business,skip,2026-01-30,"1597, Midgard Avenue, Saanich, British Columbia",18:54,56ffc415-b6bb-47e5-a9aa-ee257011de71,2.1,Dropping off delivery,"1538, Arrow Road, Saanich, British Columbia",18:48
business,skip,2026-01-30,"1538, Arrow Road, Saanich, British Columbia",18:45,bee4611d-82dd-41a5-be03-1d8d40ba4169,2.6,Dropping off delivery,"McKenzie Avenue, Saanich, British Columbia",18:39
business,skip,2026-01-30,"McKenzie Avenue, Saanich, British Columbia",18:38,bcb1ff12-9c78-4ed2-a722-59bd41e14a96,0.3,Picking up food,"Cedar Hill Cross Road, Saanich, British Columbia",18:35
business,skip,2026-01-30,"Cedar Hill Cross Road, Saanich, British Columbia",18:34,c93f5dd0-a073-421c-8724-db4c5ace5f78,0.3,Picking up food,"Lochside Regional Trail, Saanich, British Columbia",18:32
business,,2026-01-30,"Lochside Regional Trail, Saanich, British Columbia",18:32,cfefa1b4-ca01-4582-b82e-5b41876a5583,0.7,Going to hot zone,"4072, Cedar Hill Cross Road, Saanich, British Columbia",18:28
business,skip,2026-01-30,"4072, Cedar Hill Cross Road, Saanich, British Columbia",18:24,00c42673-d895-4410-8edf-f6a3ca7ad723,5,Dropping off delivery,"4283, Carey Road, Saanich, British Columbia",18:15
business,skip,2026-01-30,"4283, Carey Road, Saanich, British Columbia",18:12,47e80139-315c-43ff-ba05-d3d9eb408efd,2,Dropping off delivery,"4291, Glanford Avenue, Saanich, British Columbia",18:08
business,skip,2026-01-30,"4291, Glanford Avenue, Saanich, British Columbia",18:05,e9619052-462e-44cf-98f3-135194a859b2,1.1,Picking up food,"Greenlea Drive, Saanich, British Columbia",18:02
business,,2026-01-30,"Greenlea Drive, Saanich, British Columbia",18:01,d26efead-5b6c-4dc9-9bfc-e89ef6e3501f,8.3,Going to hot zone,"2383, Tanner Ridge Place, Central Saanich, British Columbia",17:47
business,skip,2026-01-30,"2383, Tanner Ridge Place, Central Saanich, British Columbia",17:47,6c768a4b-30c6-4533-9eb5-9d033b2effd6,8.9,Dropping off delivery,"Fudo Japanese Restaurant, Chatterton Way, Saanich",17:34
personal,,2026-01-29,"3420, 3420, Quadra Street, Saanich, British Columbia",21:13,a249c725-5234-4d7d-b4f1-1dc5dbbfb37b,6.4,Home,"300, Michigan Street, Victoria, British Columbia",21:00
business,skip,2026-01-29,"300, Michigan Street, Victoria, British Columbia",20:56,7f25ef7a-9e65-4268-8771-32b94ef910e6,2.8,Dropping off delivery,"Boston Pizza, Blanshard Street, Saanich",20:46
business,skip,2026-01-29,"Boston Pizza, Blanshard Street, Saanich",20:43,2329795c-5e14-4e9a-a092-3786b58dd498,0.8,Picking up food,"Saanich Road, Saanich, British Columbia",20:40
business,,2026-01-29,"Saanich Road, Saanich, British Columbia",20:40,91eb87aa-50a0-4389-ae36-c7db1db80e13,0,Going to hot zone,"Saanich Road, Saanich, British Columbia",20:22
business,,2026-01-29,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:22,3921105a-7290-4ec0-885f-f2d2226d8200,4.2,Going to hot zone,"955, Woodhall Drive, Saanich, British Columbia",20:13
